date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-03-16,ME,14,1.192286667979972,1.1884842727840181,1.0754139433309833,1.2828820131717915,29.76148802762057,17.721338903241147,30.41727580790462,14.0,670.0,687.0,14.0,0.0
2020-03-17,ME,15,1.1744803861634778,1.171698402718049,1.0616493151864856,1.2582949315717822,30.93864674514057,19.292338337582915,32.589938365612085,15.0,554.0,554.0,15.0,0.0
2020-03-18,ME,16,1.1548291480957196,1.1518202279317231,1.0424164771049853,1.2296984691123358,32.071237756260665,20.352176012964712,23.8992881347822,11.0,378.0,378.0,11.0,0.0
2020-03-19,ME,17,1.1341576902005983,1.1308673705149437,1.053326024185733,1.2341676280832867,33.141783045912604,21.65156584482248,21.726625577074728,10.0,344.0,344.0,10.0,0.0
2020-03-20,ME,18,1.116256070262521,1.1149284912262143,1.0237783656946664,1.1959710653984437,34.137549807558734,22.910397986928558,8.69065023082989,4.0,264.0,264.0,4.0,0.0
2020-03-21,ME,19,1.0995069038574112,1.0999787644060226,1.0085185068366862,1.1762421056658474,35.041383371375176,24.45597453501825,34.76260092331956,16.0,16.0,16.0,16.0,0.0
2020-03-22,ME,20,1.081123347586237,1.0811788883991995,1.002182790507915,1.1647818127403209,35.781289910422785,25.64198721704768,34.76260092331956,16.0,16.0,16.0,16.0,0.0
2020-03-23,ME,21,1.062761453656232,1.0595557552904702,0.9749499552197612,1.1394982329230356,36.5103622063797,26.91661344061862,39.10792603873449,18.0,545.0,545.0,18.0,0.0
2020-03-24,ME,22,1.0509861022592115,1.0498200193798346,0.9580783592214364,1.1268741864563496,37.116105720244335,28.23969164892901,39.10792603873449,18.0,241.0,241.0,18.0,0.0
2020-03-25,ME,23,1.037365474769096,1.0350392908441326,0.9472204232426852,1.1098051979067336,37.59341728623337,29.569007558526877,52.143901384979344,24.0,187.0,187.0,24.0,0.0
2020-03-26,ME,24,1.027356757281245,1.0211878603556457,0.9416210182601138,1.1063843648164309,37.973439405855366,30.857507597761106,13.035975346244836,6.0,223.0,223.0,6.0,0.0
2020-03-27,ME,25,1.018961131242324,1.019568507539104,0.9118888412006882,1.0817649256284083,38.270630431435926,32.183638470251594,28.24461325019714,13.0,13.0,13.0,13.0,1.0
2020-03-28,ME,26,1.0105534530468845,1.0090056924771291,0.921032039792538,1.080173922719478,38.48972624664997,33.411574402250984,93.42448998142132,43.0,43.0,43.0,43.0,0.0
2020-03-29,ME,27,1.003275586867327,1.0033399421131033,0.9202242936019058,1.073694265033834,38.64281120221294,34.552045224142205,91.25182742371383,42.0,42.0,42.0,42.0,2.0
2020-03-30,ME,28,0.9973036113455664,0.9951656027255242,0.9182547374826404,1.0757958116869597,38.73583228403356,35.64561309821875,47.79857626956439,22.0,22.0,22.0,22.0,0.0
2020-03-31,ME,29,0.9945780592313922,0.9952537027107068,0.9295055209536252,1.0808846270801364,38.77210951298355,36.720066926364474,60.83455161580924,28.0,2722.0,2722.0,28.0,2.0
2020-04-01,ME,30,0.9910083391783612,0.9932464939089932,0.9140455860389912,1.0607082749489556,38.760320305752394,37.688691371841905,89.07916486600638,41.0,41.0,41.0,41.0,2.0
2020-04-02,ME,31,0.9903141446982088,0.9911317940480898,0.9168587465831044,1.0655256419740873,38.71684077352753,38.58717353223136,69.52520184663912,32.0,32.0,32.0,32.0,0.0
2020-04-03,ME,32,0.9906942873398012,0.9893406545238814,0.897163071201116,1.0548051835623102,38.65084730194332,39.35685302254512,121.66910323161848,56.0,56.0,56.0,56.0,2.0
2020-04-04,ME,33,0.99120219034168,0.9898923911753962,0.9147022497615844,1.068491319146576,38.57133459304626,40.0759785086256,52.143901384979344,24.0,24.0,24.0,24.0,1.0
2020-04-05,ME,34,0.9917376059400296,0.9925323657265936,0.9141190606559624,1.066755003966852,38.491534008550246,40.693001331729896,30.41727580790462,14.0,14.0,14.0,14.0,0.0
2020-04-06,ME,35,0.9960415112245358,0.9937673636565229,0.9202571511439416,1.0756566163255656,38.416549387648566,41.24225932465021,63.00721417351669,29.0,29.0,29.0,29.0,0.0
2020-04-07,ME,36,1.000314565163622,0.9961971449417344,0.9219952288408684,1.0834930677467614,38.347554984115355,41.688395816824865,43.453251154149456,20.0,20.0,20.0,20.0,2.0
2020-04-08,ME,37,1.006369450723778,1.007186022408527,0.9275123451064048,1.0835531351941634,38.29792139420721,42.074187264275494,39.10792603873449,18.0,18.0,18.0,18.0,2.0
2020-04-09,ME,38,1.0109378545539924,1.0084185672196058,0.9262422046368262,1.0812545737226569,38.280292566818616,42.374295091822695,49.97123882727187,23.0,23.0,23.0,23.0,2.0
2020-04-10,ME,39,1.0188903351869514,1.0179816041829466,0.9422132526613324,1.096430038892422,38.30198835678552,42.62011152660219,56.48922650039428,26.0,26.0,26.0,26.0,1.0
2020-04-11,ME,40,1.0247143518021475,1.0222672441394196,0.949005619932329,1.1018982951425114,38.3638650203856,42.79889753598815,65.17987673122417,30.0,30.0,30.0,30.0,2.0
2020-04-12,ME,41,1.0307772736025431,1.0288548960795796,0.962791518001204,1.1173970174407637,38.47255609639986,42.940710633296796,36.93526348102704,17.0,17.0,17.0,17.0,0.0
2020-04-13,ME,42,1.0391678845329817,1.0392222629123526,0.9623053887992504,1.1207503344985037,38.631732603197996,43.04075468756443,86.5493842728512,65.0,5585.0,5585.0,65.0,0.0
2020-04-14,ME,43,1.0469103014509835,1.0447943184325488,0.9670230533580432,1.1282425619243974,38.83923095387371,43.12585172556289,78.21585207746901,36.0,36.0,36.0,36.0,1.0
2020-04-15,ME,44,1.053918570344165,1.054095754246727,0.9737591443846492,1.1391458465965751,39.10249400187488,43.15973223955085,78.21585207746901,36.0,2504.0,2504.0,36.0,4.0
2020-04-16,ME,45,1.0631883813452534,1.0610042581748944,0.9833197325458376,1.1466827459755338,39.42701502816245,43.19237459813424,56.48922650039428,26.0,26.0,26.0,26.0,3.0
2020-04-17,ME,46,1.0703234627545777,1.0652247240843329,0.975653965671894,1.1402747224075096,39.81006701522621,43.224660407533456,67.35253928893164,31.0,31.0,31.0,31.0,2.0
2020-04-18,ME,47,1.076588239136011,1.076364453378421,0.9941674533574708,1.162724668226916,40.25816025921854,43.270751416787775,43.453251154149456,20.0,20.0,20.0,20.0,3.0
2020-04-19,ME,48,1.0799920540062002,1.0797967448819414,0.9865400718132608,1.1492501681772411,40.773130457310465,43.31405164910514,43.453251154149456,20.0,20.0,20.0,20.0,2.0
2020-04-20,ME,49,1.0839589032699295,1.0807246553173395,0.9995581428996267,1.161205937847504,41.34582073710303,43.386136865928,17.38130046165978,8.0,8.0,8.0,8.0,1.0
2020-04-21,ME,50,1.0874660611944946,1.0843646577868615,0.9892613588655772,1.160108031750292,41.96173039844003,43.48296056293808,28.24461325019714,13.0,13.0,13.0,13.0,1.0
2020-04-22,ME,51,1.088246241665637,1.0877573132813163,1.0016276649342832,1.1736094350705393,42.613445611673114,43.613952371207134,41.28058859644197,19.0,2727.0,2727.0,19.0,3.0
2020-04-23,ME,52,1.0888180065288535,1.088096346732458,1.016954195962514,1.1894988260499493,43.300943374569606,43.789497095201966,65.17987673122417,30.0,30.0,30.0,30.0,5.0
2020-04-24,ME,53,1.0899903124174015,1.0881479847301756,0.9992435436159168,1.1674201558838757,44.01448556866783,44.001428782721824,60.83455161580924,28.0,28.0,28.0,28.0,3.0
2020-04-25,ME,54,1.0897367619534883,1.0881258755567087,1.0096735356872908,1.1780719011428598,44.745300507311754,44.26555948437968,54.31656394268681,25.0,25.0,25.0,25.0,3.0
2020-04-26,ME,55,1.0864209624256758,1.0843486461029157,0.9998468240070044,1.1642680620948038,45.49442349862254,44.58129284907626,54.31656394268681,25.0,25.0,25.0,25.0,0.0
2020-04-27,ME,56,1.0828598581834437,1.079292912241793,0.9986425272176479,1.1688431333592322,46.25925827623927,44.959436201702175,17.38130046165978,8.0,8.0,8.0,8.0,1.0
2020-04-28,ME,57,1.0793074676592092,1.0798567535837809,0.983130644340216,1.15225617715176,47.02040561326563,45.37964439844967,36.93526348102704,17.0,17.0,17.0,17.0,0.0
2020-04-29,ME,58,1.0750130055549747,1.0729019889449558,0.9783845161600884,1.1544419963800334,47.76088761685972,45.85698467871765,34.76260092331956,16.0,2778.0,2778.0,16.0,1.0
2020-04-30,ME,59,1.0699582776184076,1.0678696859420704,0.970553228033954,1.1510654744486772,48.47607181449673,46.38876025264822,84.73383975059144,39.0,39.0,39.0,39.0,1.0
2020-05-01,ME,60,1.0645295233658365,1.0652589395242478,0.9775181486326544,1.1523333613606594,49.163992463624105,46.961174177644786,60.83455161580924,28.0,28.0,28.0,28.0,2.0
2020-05-02,ME,61,1.057878818549957,1.057013503137568,0.97076004144667,1.144222812403742,49.81871104465186,47.58563122660219,63.00721417351669,29.0,29.0,29.0,29.0,1.0
2020-05-03,ME,62,1.0547450373570721,1.0527398526177971,0.9698208844195508,1.1496612822369854,50.433333838598756,48.24850019957983,71.69786440434659,33.0,33.0,33.0,33.0,1.0
2020-05-04,ME,63,1.0476643632546587,1.0461789036471951,0.9586900356475828,1.1272990516959012,50.99864837728171,48.945089543165075,43.453251154149456,20.0,20.0,20.0,20.0,0.0
2020-05-05,ME,64,1.0426893765565088,1.0414370540053408,0.9545551935484644,1.1291459680532308,51.522263917174946,49.66671208690362,45.62591371185693,21.0,21.0,21.0,21.0,4.0
2020-05-06,ME,65,1.0363537031533814,1.0344726768710453,0.950797472762032,1.1170319286110908,52.00106451003028,50.419241045323325,60.83455161580924,28.0,2574.0,2574.0,28.0,1.0
2020-05-07,ME,66,1.0268346567236222,1.0266724962236546,0.9432693470993256,1.1089838172896431,52.428125872183294,51.16511943443762,165.1223543857679,76.0,76.0,76.0,76.0,0.0
2020-05-08,ME,67,1.0217648472616179,1.0210826618321094,0.932601772376444,1.0942336606338183,52.8002844352638,51.93025842491849,95.5971525391288,44.0,44.0,44.0,44.0,1.0
2020-05-09,ME,68,1.0126142319044935,1.0123027174425618,0.9346164532461332,1.0927039665950935,53.09765610817469,52.6930098458115,73.87052696205406,34.0,34.0,34.0,34.0,1.0
2020-05-10,ME,69,1.0059616497870412,1.0062454903064926,0.9213952589804284,1.08373511109008,53.32265388606674,53.44506743238362,60.83455161580924,28.0,28.0,28.0,28.0,0.0
2020-05-11,ME,70,0.998272557151804,0.9957610503601486,0.9046044979444202,1.0634934767745416,53.474752220194,54.18084556023415,56.48922650039428,26.0,26.0,26.0,26.0,1.0
2020-05-12,ME,71,0.9927858357189732,0.9885272095612038,0.9030449686055148,1.06302618966897,53.5492510902143,54.89482633944476,32.589938365612085,15.0,15.0,15.0,15.0,0.0
2020-05-13,ME,72,0.986800959234072,0.9856380300000156,0.8994853146197329,1.0552300966014685,53.54853384031895,55.58131215129461,82.56117719288395,38.0,38.0,38.0,38.0,1.0
2020-05-14,ME,73,0.9805280783914518,0.9803093199186186,0.8926556145425394,1.0515396380648387,53.481245633920004,56.23489414193251,108.63312788537365,50.0,50.0,50.0,50.0,3.0
2020-05-15,ME,74,0.9756943377201376,0.9755724331715906,0.8940535182733242,1.0544823704086697,53.35385384884685,56.84939166040043,82.56117719288395,38.0,38.0,38.0,38.0,0.0
2020-05-16,ME,75,0.9704189861391146,0.9705659658391852,0.8921107410047988,1.0446764574213483,53.16478320560251,57.41860421121274,97.76981509683628,45.0,45.0,45.0,45.0,1.0
2020-05-17,ME,76,0.9658132822835328,0.965447494658164,0.8841535056787324,1.0370549143170371,52.919933269788416,57.93675849028661,84.73383975059144,39.0,39.0,39.0,39.0,0.0
2020-05-18,ME,77,0.9625063857783678,0.9594211151709062,0.8801788095257822,1.0384466484434869,52.62417402910672,58.39837738260218,56.48922650039428,26.0,26.0,26.0,26.0,1.0
2020-05-19,ME,78,0.9581638529106076,0.9565143260201848,0.8755394980269282,1.0271814740162732,52.280722107355786,58.79855688474592,60.83455161580924,28.0,28.0,28.0,28.0,2.0
2020-05-20,ME,79,0.95243179932577,0.951860633013612,0.8698266993405726,1.0185230023086678,51.899869835726086,59.13385811208651,43.17162648084613,78.0,13436.0,13436.0,78.0,0.0
2020-05-21,ME,80,0.9497217869967081,0.9491878271864208,0.8823534817524558,1.027402919465672,51.48268550482955,59.4021733117291,126.0144283470334,58.0,58.0,58.0,58.0,0.0
2020-05-22,ME,81,0.9492552269172404,0.9477387972329108,0.8627382658429006,1.008889521731419,51.01831960982658,59.602314145300426,154.25904159723058,71.0,71.0,71.0,71.0,2.0
2020-05-23,ME,82,0.9476603410264056,0.9471327599107772,0.8747964673688619,1.021584448753274,50.51489939450348,59.73403518500187,141.22306625098568,65.0,65.0,65.0,65.0,2.0
2020-05-24,ME,83,0.9480995372666612,0.9459627808717166,0.8648855916672538,1.013380182350028,49.99862140236736,59.7979257496686,91.25182742371383,42.0,42.0,42.0,42.0,1.0
2020-05-25,ME,84,0.9484346018000502,0.9477293263418568,0.8824737094974809,1.033545959202438,49.47950713785104,59.795375894379404,41.28058859644197,19.0,19.0,19.0,19.0,0.0
2020-05-26,ME,85,0.946294014226968,0.948520990712962,0.8715748006906051,1.0214626596840597,48.96197166135825,59.7287992990481,76.04318951976154,35.0,35.0,35.0,35.0,1.0
2020-05-27,ME,86,0.946625985039266,0.9457821014832608,0.8699876801907982,1.02357229550153,48.45058899941592,59.60116069636139,25.8407177054594,28.0,8058.0,8058.0,28.0,2.0
2020-05-28,ME,87,0.9464931644362664,0.9487663858747952,0.8772665239788531,1.0268138264230349,47.93609204555225,59.414565172815244,112.97845300078856,52.0,52.0,52.0,52.0,3.0
2020-05-29,ME,88,0.9464608462674946,0.9426729622958984,0.8700656247459406,1.0239395930456734,47.418881546126286,59.1711911974973,80.38851463517649,37.0,37.0,37.0,37.0,1.0
2020-05-30,ME,89,0.9454947529507396,0.9427858242303224,0.8698572710749575,1.030450237606528,46.90550639888961,58.87503552556714,107.8883436635191,56.0,3860.0,3860.0,56.0,4.0
2020-05-31,ME,90,0.9456612878383324,0.9460219964880644,0.8651214099110976,1.0235327255641389,46.39571063090988,58.53160035974267,93.42448998142132,43.0,43.0,43.0,43.0,0.0
2020-06-01,ME,91,0.94731557770907,0.9463038624792456,0.8710779674048359,1.024698090079859,45.885340796100856,58.14722388074854,52.143901384979344,24.0,24.0,24.0,24.0,0.0
2020-06-02,ME,92,0.9480395697397328,0.9478504840939892,0.8639639152851732,1.0162368418880658,45.37714568151157,57.72852157986679,60.83455161580924,28.0,3335.0,3335.0,28.0,5.0
2020-06-03,ME,93,0.9484206079774172,0.9479404360421344,0.8592124483188498,1.0116595771493129,44.882735813777984,57.28109767307861,89.07916486600638,41.0,41.0,41.0,41.0,1.0
2020-06-04,ME,94,0.9487792680346612,0.9453349045031216,0.874014406023937,1.0269200203105753,44.40466192534903,56.80971608115527,60.83455161580924,28.0,3192.0,3192.0,28.0,0.0
2020-06-05,ME,95,0.9499391563025859,0.949434109935354,0.8718274824424427,1.023957626977522,43.93773026325759,56.31893480833492,78.21585207746901,36.0,1331.0,1331.0,36.0,3.0
2020-06-06,ME,96,0.9503680405074864,0.9507469122959984,0.8716316876682938,1.0200844895004542,43.47937789932264,55.8127458609214,91.25182742371383,42.0,1391.0,1391.0,42.0,0.0
2020-06-07,ME,97,0.9490179084019388,0.945745011874268,0.8622166266048853,1.0151008102632189,43.032055767758294,55.29425884533769,99.94247765454374,46.0,46.0,46.0,46.0,1.0
2020-06-08,ME,98,0.9495684611812384,0.9445842718705248,0.8634080331112841,1.0209158055991134,42.59634722673727,54.76619224836076,39.10792603873449,18.0,2676.0,2676.0,18.0,0.0
2020-06-09,ME,99,0.9466073143328659,0.9425911058256379,0.8700162281930732,1.0248800569133742,42.16355786699669,54.23153683258807,39.10792603873449,18.0,775.0,775.0,18.0,1.0
2020-06-10,ME,100,0.9443425886868516,0.9403945453066558,0.8754926924334668,1.0269277071924332,41.731542908879966,53.693502896815566,67.35253928893164,31.0,1520.0,1520.0,31.0,0.0
2020-06-11,ME,101,0.9410257296674308,0.938837357963646,0.8549003290309651,1.0112413575206818,41.29342210672332,53.154919347119595,65.17987673122417,30.0,1517.0,1517.0,30.0,0.0
2020-06-12,ME,102,0.9379356643089496,0.9406056134983608,0.8676772402806208,1.0225125907573038,40.84085379733756,52.617956260972974,117.32377811620351,54.0,1430.0,1430.0,54.0,0.0
2020-06-13,ME,103,0.9339575388677416,0.9336556327419072,0.8511985747541341,1.0035277146404085,40.36963773077032,52.08444276692583,78.21585207746901,36.0,1463.0,1463.0,36.0,0.0
2020-06-14,ME,104,0.9325201621943741,0.9331352536648992,0.8579894818843666,1.0089604107687768,39.877456847996534,51.55598960317861,78.21585207746901,36.0,1508.0,1508.0,36.0,0.0
2020-06-15,ME,105,0.9289884971538764,0.9283926586543,0.8491283576176172,0.9986787719111092,39.36286411942728,51.033381575140474,36.93526348102704,17.0,1113.0,1113.0,17.0,1.0
2020-06-16,ME,106,0.9243854658549462,0.9224205110429468,0.8502864387885843,1.002252169967018,38.833417596869886,50.516568617417406,19.553963019367245,9.0,1364.0,1364.0,9.0,0.0
2020-06-17,ME,107,0.9177103354654554,0.9158599059480816,0.8465334414441272,0.9994465656954606,38.29093509498132,50.00459033576272,36.93526348102704,17.0,1683.0,1683.0,17.0,1.0
2020-06-18,ME,108,0.9148552558337906,0.9154621262469214,0.8429794220637563,0.9924809255681664,37.724586827503046,49.495557216251,91.25182742371383,42.0,42.0,42.0,42.0,0.0
2020-06-19,ME,109,0.910631427623024,0.9086457562785168,0.8358273762298178,0.9863578441248853,37.12304941059122,48.98680798768665,76.04318951976154,35.0,3101.0,3101.0,35.0,0.0
2020-06-20,ME,110,0.9081423526980816,0.9073427026973993,0.8266256938774785,0.9719016807187528,36.49535300723676,48.47523121056654,54.31656394268681,25.0,2415.0,2415.0,25.0,0.0
2020-06-21,ME,111,0.9056175532358852,0.9039525144442336,0.8339398207391631,0.9804186977747558,35.85149766069972,47.95753529025094,41.28058859644197,19.0,1414.0,1414.0,19.0,0.0
2020-06-22,ME,112,0.9063288049358088,0.9040023595526104,0.8253636983391238,0.9774331039456704,35.19524317351406,47.43121132332961,30.41727580790462,14.0,14.0,14.0,14.0,0.0
2020-06-23,ME,113,0.9042385039162906,0.9004110207857756,0.8201050180732525,0.9726942303155592,34.53178182138719,46.89445637005701,49.97123882727187,23.0,703.0,703.0,23.0,0.0
2020-06-24,ME,114,0.9054752146439086,0.9031918809727112,0.830883633291,0.981759585193278,33.87389079251989,46.34515051900676,49.1075384030968,23.0,3483.0,3483.0,23.0,1.0
2020-06-25,ME,115,0.907043887927879,0.9067331642594116,0.8336037688944901,0.9784046205356444,33.22428304710093,45.78032613785005,115.15111555849606,53.0,2408.0,2408.0,53.0,0.0
2020-06-26,ME,116,0.9086777109434764,0.9054151505065414,0.8336053996478519,0.9808306400409408,32.586361841717675,45.19737195040687,69.52520184663912,32.0,2256.0,2256.0,32.0,0.0
2020-06-27,ME,117,0.9115673523724442,0.908233037935009,0.8356210363575591,0.9840735168527148,31.970066727365328,44.594831799976255,112.97845300078856,52.0,2078.0,2078.0,52.0,1.0
2020-06-28,ME,118,0.9148713301091264,0.909250614765698,0.8406640950355143,0.9912628164005216,31.377897729860937,43.97234318660037,80.38851463517649,37.0,1563.0,1563.0,37.0,0.0
2020-06-29,ME,119,0.9188278088326658,0.9163177099085164,0.8442555487709271,0.99100796033286,30.81153933790192,43.3304951385829,60.83455161580924,28.0,28.0,28.0,28.0,1.0
2020-06-30,ME,120,0.9221687384952446,0.9210793382009724,0.8467558957575638,0.9895588944941972,30.27450011897696,42.671213228772714,73.87052696205406,34.0,1429.0,1429.0,34.0,0.0
2020-07-01,ME,121,0.9230108955873458,0.9217270446979016,0.8421774348416594,0.9823010316214849,29.769703042123734,41.997297792214624,89.07916486600638,41.0,2289.0,2289.0,41.0,0.0
2020-07-02,ME,122,0.9284308481497328,0.9278270587727556,0.8544196396110827,1.0016986125830984,29.295623127594162,41.31220130002473,70.70582765260589,34.0,3576.0,3576.0,34.0,0.0
2020-07-03,ME,123,0.9327537935384482,0.9311425823146448,0.8542498794625598,0.99523322878766,28.842819248064213,40.620153525531826,97.76981509683628,45.0,2632.0,2632.0,45.0,0.0
2020-07-04,ME,124,0.9365390672805916,0.9358672855239248,0.8514725040726436,1.0029321978088384,28.41456928876008,39.92570505843579,52.143901384979344,24.0,2496.0,2496.0,24.0,2.0
2020-07-05,ME,125,0.939906454263985,0.9370561435793352,0.8573286308670721,1.0112066707451957,28.01848884045139,39.23349040667285,39.10792603873449,18.0,1987.0,1987.0,18.0,2.0
2020-07-06,ME,126,0.9425493562461068,0.938145015800209,0.8576688212716975,1.011490636342948,27.65164787739493,38.54814401854936,17.38130046165978,8.0,1618.0,1618.0,8.0,0.0
2020-07-07,ME,127,0.9456919976455176,0.9444404852038042,0.8699018653998741,1.032265598007585,27.30903340231868,37.874084135516526,36.93526348102704,17.0,1356.0,1356.0,17.0,1.0
2020-07-08,ME,128,0.9476774862199062,0.9436153205196872,0.8684756279444851,1.0310668937165712,26.986528750177733,37.21521181220295,43.453251154149456,20.0,2032.0,2032.0,20.0,0.0
2020-07-09,ME,129,0.9509778703461622,0.9519485064042298,0.8673250569059093,1.0284679255760716,26.68349028349157,36.57434846228391,56.48922650039428,26.0,2820.0,2820.0,26.0,1.0
2020-07-10,ME,130,0.954335229936478,0.9535758433083948,0.8618538510178367,1.0240976157671982,26.398157432687825,35.953616198079885,28.24461325019714,13.0,2648.0,2648.0,13.0,0.0
2020-07-11,ME,131,0.9575860501326072,0.9551242808921354,0.8793795073901297,1.0381893395602142,26.130757153312945,35.35519515459369,45.62591371185693,21.0,1484.0,1484.0,21.0,1.0
2020-07-12,ME,132,0.9599192931414564,0.9573345312705432,0.8748413257610126,1.043244761801857,25.883341128375502,34.78103438387473,41.28058859644197,19.0,2424.0,2424.0,19.0,2.0
2020-07-13,ME,133,0.9614953378172286,0.960771381416887,0.8846722051188151,1.0420059631548495,25.65613902363541,34.232384575657555,41.28058859644197,19.0,1648.0,1648.0,19.0,0.0
2020-07-14,ME,134,0.9634528980214344,0.9633084476173346,0.8917476809799483,1.0498053317136598,25.44573240155928,33.709671873162044,17.38130046165978,8.0,1513.0,1513.0,8.0,0.0
2020-07-15,ME,135,0.966033214845468,0.965227980923794,0.8845974920400715,1.0393491313191596,25.24700884599836,33.21278236557396,26.071950692489672,12.0,2456.0,2456.0,12.0,0.0
2020-07-16,ME,136,0.969728644387138,0.9695928476153473,0.8883081989021189,1.0424210342266071,25.05869597896148,32.741311929924045,43.453251154149456,20.0,2531.0,2531.0,20.0,0.0
2020-07-17,ME,137,0.9752768286125344,0.974665677412338,0.8869675789445959,1.0451496405798475,24.883442909503287,32.29471612339428,82.56117719288395,38.0,2983.0,2983.0,38.0,1.0
2020-07-18,ME,138,0.9793763340781158,0.9747534122673374,0.902118420680732,1.059741965769121,24.725431531271788,31.87243216627216,21.726625577074728,10.0,1484.0,1484.0,10.0,2.0
2020-07-19,ME,139,0.9822801669317556,0.9809947123447388,0.9011122937150644,1.0571264078235412,24.591273088156534,31.474041805343408,89.07916486600638,41.0,2508.0,2508.0,41.0,0.0
2020-07-20,ME,140,0.9868467199575638,0.9876633123485654,0.9066019551548464,1.0578672610037347,24.481230812274035,31.09899518270472,52.143901384979344,24.0,1785.0,1785.0,24.0,0.0
2020-07-21,ME,141,0.9909083959564046,0.9891308565181915,0.9171545143944996,1.0672221779253983,24.38858095377764,30.746299647329145,26.071950692489672,12.0,3021.0,3021.0,12.0,1.0
2020-07-22,ME,142,0.9955792461907041,0.9962578301398706,0.9206523185404902,1.0727047552229845,24.31292933854165,30.414637958379,0.0,0.0,2775.0,2775.0,0.0,0.0
2020-07-23,ME,143,1.0002438773636506,0.9986528114984632,0.9231236657265804,1.079917443955382,24.256746339441513,30.102856424362887,30.41727580790462,14.0,2657.0,2657.0,14.0,0.0
2020-07-24,ME,144,1.0048087883832082,1.0056141053729464,0.921048155535062,1.0718250083316732,24.221587263988066,29.81032673109703,43.453251154149456,20.0,2945.0,2945.0,20.0,0.0
2020-07-25,ME,145,1.0111416702296279,1.0091889434277523,0.93682712061476,1.0940302857445974,24.208570976457143,29.537185679729447,71.69786440434659,33.0,2753.0,2753.0,33.0,1.0
2020-07-26,ME,146,1.0174834359662264,1.0140874683563394,0.9306550417570484,1.0926404520489543,24.21803469907419,29.284004715692976,52.143901384979344,24.0,1945.0,1945.0,24.0,0.0
2020-07-27,ME,147,1.025566199650546,1.0241495555672149,0.9537280956861636,1.1149576196401594,24.25312858988295,29.051072408235914,39.10792603873449,18.0,2123.0,2123.0,18.0,0.0
2020-07-28,ME,148,1.0299447723789374,1.0294595188062896,0.9575952783666192,1.1177880044274224,24.317234534007863,28.83845606762721,13.035975346244836,6.0,1659.0,1659.0,6.0,2.0
2020-07-29,ME,149,1.0348198841909744,1.0338037402852045,0.94153532402137,1.108568182378395,24.414488731172405,28.646301380577267,60.83455161580924,28.0,2977.0,2977.0,28.0,0.0
2020-07-30,ME,150,1.0395246276026793,1.0371598082280515,0.953510459414555,1.1207274465366874,24.540537629183284,28.474930890623625,47.79857626956439,22.0,2730.0,2730.0,22.0,1.0
